Household	Health	OwnHome	Instagram	Marital	Sex	Age	Children	Education	JobSat	Income	WorkHrs	Happy
"2118"	4	1	1	0	3	1	57	3	13	0	31590	-1	2
"2119"	2	4	0	2	3	2	50	2	13	4	0	-1	2
"2121"	1	0	1	2	3	2	53	4	12	0	21060	-1	1
"2122"	1	0	2	2	5	1	37	0	16	6	38610	-1	3
"2123"	2	2	1	0	1	2	76	2	16	0	0	-1	1
"2124"	3	3	0	2	1	2	53	6	17	0	0	-1	3
"2125"	2	1	9	0	3	2	99	2	12	0	0	-1	1
"2126"	2	3	0	2	5	2	21	1	12	2	9945	32	1
"2128"	2	2	1	0	1	1	53	4	14	0	46800	-1	2
"2130"	2	1	1	0	1	2	47	3	16	0	15210	-1	2
"2131"	1	1	0	2	2	2	59	2	16	0	0	-1	2
"2132"	1	0	2	0	2	2	78	4	12	0	0	-1	1
"2133"	3	1	0	2	1	2	99	3	12	2	17550	40	1
"2135"	2	2	1	0	1	1	65	4	17	0	17550	-1	1
"2137"	2	0	1	2	1	1	64	2	16	0	74880	-1	1
"2138"	2	3	1	0	1	2	61	3	12	0	15210	-1	2
"2139"	2	1	0	2	1	2	32	1	20	3	25740	40	1
"2140"	1	0	1	2	3	2	65	1	12	0	15210	-1	2
"2141"	1	2	0	0	2	2	78	6	12	0	0	-1	3
"2142"	2	0	1	2	1	2	48	1	12	0	15210	-1	2
"2143"	2	0	2	0	1	1	45	5	14	1	56160	-1	2
"2144"	2	2	1	0	1	1	58	4	12	0	17550	-1	2
"2145"	2	3	0	9	2	2	89	4	99	9	0	-1	3
"2146"	1	0	2	2	3	2	55	4	12	0	2574	-1	2
"2147"	1	2	2	0	5	1	46	3	14	0	0	-1	2
"2148"	1	0	1	2	3	1	41	1	12	2	31590	-1	3
"2150"	2	0	1	0	1	2	83	3	12	0	0	-1	1
"2151"	2	3	1	0	2	2	85	5	12	0	0	-1	2
"2152"	3	0	2	2	5	1	22	0	12	3	0	-1	2
"2153"	2	0	1	2	1	2	38	2	16	0	12870	-1	1
"2154"	1	3	2	0	5	1	42	1	11	0	17550	-1	2
"2155"	2	0	1	0	1	2	74	3	12	0	0	-1	2
"2156"	1	2	2	0	5	2	29	2	12	0	8775	-1	2
"2157"	1	0	1	2	5	1	37	0	16	0	25740	-1	2
"2159"	1	0	1	2	2	1	71	2	14	0	21060	-1	1
"2160"	1	2	0	2	3	2	35	5	8	2	0	40	2
"2161"	2	0	2	2	5	1	21	1	12	2	11115	-1	1
"2162"	2	2	1	0	1	2	63	2	14	0	15210	-1	1
"2163"	1	1	1	0	3	1	67	0	14	0	0	-1	1
"2164"	2	3	0	1	5	2	27	2	11	1	0	38	2
"2165"	1	0	1	0	2	1	75	3	6	0	0	-1	2
"2166"	1	0	2	2	5	1	33	4	11	0	15210	-1	3
"2167"	2	1	0	2	1	2	47	2	16	4	1638	25	3
"2168"	3	0	3	2	5	1	26	0	15	0	11115	-1	2
"2170"	2	0	1	0	1	1	64	3	12	2	6435	-1	1
"2172"	3	1	0	0	1	2	76	3	16	2	0	-1	1
"2173"	2	3	0	1	5	2	23	2	12	0	0	-1	2
"2174"	1	2	2	0	3	1	71	3	8	0	234	-1	2
"2175"	3	1	0	9	1	1	30	0	12	9	0	999	3
"2176"	2	2	1	0	1	2	48	4	14	0	25740	-1	2
"2177"	2	0	1	2	5	2	39	3	12	3	9945	-1	2
"2178"	1	1	1	0	5	2	71	0	12	0	0	-1	2
"2179"	2	3	0	0	5	1	25	1	11	3	5265	40	2
"2180"	1	1	0	1	5	1	23	0	14	3	0	45	1
"2181"	2	2	1	0	1	2	53	3	14	0	15210	-1	2
"2182"	2	2	0	0	3	2	63	3	12	0	936	-1	2
"2183"	1	0	1	2	5	2	23	0	16	0	0	-1	1
"2184"	1	2	1	0	3	2	60	2	12	0	21060	-1	2
"2185"	1	1	0	0	2	2	78	4	12	0	234	-1	1
"2186"	1	0	2	2	5	1	32	0	13	1	21060	-1	2
"2187"	2	2	1	0	1	2	49	0	13	0	25740	-1	2
"2188"	2	0	1	2	1	2	62	2	19	0	17550	-1	2
"2189"	2	1	0	1	1	2	31	0	19	6	38610	45	2
"2190"	2	0	1	2	1	1	69	2	18	1	164382.03756	-1	2
"2192"	2	1	2	0	5	2	24	0	16	0	15210	-1	1
"2193"	2	2	0	1	1	1	29	0	18	3	31590	45	1
"2194"	2	0	2	1	1	2	30	2	12	2	0	-1	1
"2195"	2	3	1	0	2	2	77	0	12	0	0	-1	1
"2196"	2	3	0	2	5	1	25	0	18	3	21060	55	2
"2197"	1	3	2	0	3	1	50	1	20	0	6435	-1	3
"2198"	2	1	0	0	1	2	78	1	14	0	0	-1	2
"2199"	2	0	1	1	1	1	33	2	12	0	17550	-1	3
"2200"	2	2	1	0	1	1	67	2	14	0	12870	-1	2
"2201"	2	0	1	2	1	2	67	0	13	0	0	-1	1
"2202"	2	0	1	1	1	2	30	1	16	4	2574	-1	1
"2203"	2	2	1	0	1	2	65	5	12	0	0	-1	2
"2204"	2	3	0	0	2	2	67	3	12	0	0	-1	2
"2205"	2	0	2	2	1	1	45	1	19	0	21060	-1	2
"2206"	1	3	2	0	3	1	34	3	12	0	0	-1	2
"2207"	2	0	2	2	5	2	29	0	13	3	0	-1	1
"2208"	1	0	2	0	2	2	84	4	12	0	0	-1	2
"2209"	1	3	0	0	1	2	39	1	10	3	11115	-1	2
"2210"	1	1	1	0	2	2	76	2	12	0	0	-1	1
"2211"	1	2	0	2	2	2	69	2	17	0	0	-1	3
"2212"	3	0	2	0	5	1	43	0	12	0	5265	-1	2
"2213"	2	3	2	0	1	2	89	0	15	0	0	-1	2
"2214"	1	2	0	2	3	1	67	1	12	3	11115	40	2
"2215"	1	0	2	0	3	1	59	5	12	0	0	-1	2
"2217"	3	0	1	0	4	2	23	0	12	0	0	-1	1
"2218"	2	4	2	0	4	1	32	1	10	0	3042	-1	2
"2219"	2	0	2	1	5	2	46	1	12	0	936	-1	2
"2220"	1	2	2	0	5	1	48	0	12	0	0	-1	2
"2221"	1	2	0	2	3	2	64	3	14	2	3042	28	2
"2222"	3	2	1	0	1	1	46	4	12	0	38610	-1	2
"2223"	2	3	0	2	1	1	86	3	13	0	0	-1	2
"2225"	4	2	1	0	5	2	20	0	14	0	1638	-1	2
"2226"	2	1	0	2	1	1	65	1	17	0	0	-1	2
"2228"	1	0	1	0	2	1	80	5	12	0	0	-1	2
"2229"	2	2	1	0	5	1	21	0	13	0	0	-1	2
"2230"	1	2	0	2	3	1	40	2	12	3	31590	45	2
"2232"	1	0	2	1	5	2	22	1	13	4	5265	-1	2
"2233"	1	4	0	0	3	2	68	1	12	0	0	-1	3
"2234"	2	1	1	0	1	1	32	0	16	0	15210	-1	2
"2235"	2	2	0	9	1	1	57	9	10	1	0	-1	2
"2238"	2	1	0	1	5	1	18	0	11	2	0	25	3
"2239"	3	0	1	2	5	1	39	8	10	3	0	-1	3
"2240"	2	2	0	2	1	1	27	0	16	2	17550	40	1
"2241"	1	0	2	1	1	1	29	0	12	0	17550	-1	2
"2242"	2	0	1	2	1	2	70	5	15	0	0	-1	2
"2243"	2	1	0	2	1	2	41	2	17	3	0	50	1
"2244"	1	0	1	1	3	1	40	2	12	2	65520	-1	1
"2245"	1	2	2	0	5	2	20	0	12	0	0	-1	2
"2246"	3	0	2	1	5	1	27	0	14	0	3042	-1	2
"2247"	1	2	0	0	3	2	53	1	12	6	936	40	1
"2248"	2	0	2	0	1	2	49	2	12	2	4212	-1	2
"2249"	1	0	1	0	3	1	62	4	12	0	1638	-1	2
"2250"	2	2	0	2	3	1	49	3	12	0	0	-1	2
"2252"	2	0	1	1	4	2	23	4	12	0	0	-1	3
"2253"	1	3	0	0	3	1	61	5	15	0	0	-1	2
"2254"	2	3	0	0	2	2	77	7	9	0	0	-1	3
"2257"	2	0	2	0	4	2	60	4	12	0	0	-1	2
"2258"	1	1	1	0	3	2	51	3	10	0	0	-1	2
"2259"	2	3	0	0	1	1	49	3	12	3	9945	40	1
"2260"	4	0	1	0	1	2	52	4	16	0	0	-1	2
"2261"	2	0	1	2	3	2	58	6	14	0	0	-1	2
"2262"	2	4	1	0	1	1	56	2	12	0	0	-1	3
"2263"	2	0	1	2	1	1	43	3	16	2	38610	-1	2
"2264"	1	2	0	2	4	2	41	6	12	1	7605	60	3
"2265"	2	1	1	0	1	1	42	4	11	0	38610	-1	1
"2266"	1	3	0	0	2	1	65	2	10	0	0	-1	3
"2267"	3	0	1	1	5	1	19	0	13	0	0	-1	2
"2268"	3	2	1	0	1	2	44	3	14	0	25740	-1	1
"2269"	1	3	0	2	2	2	79	2	14	0	0	-1	3
"2270"	3	2	0	1	1	2	46	3	8	3	0	-1	3
"2271"	2	3	1	0	1	1	72	4	12	0	0	-1	2
"2272"	2	2	1	0	1	2	56	3	12	0	9945	-1	2
"2273"	1	0	2	0	5	2	58	0	13	0	0	-1	2
"2274"	2	3	1	0	1	1	53	3	12	0	25740	-1	2
"2275"	2	2	0	2	1	1	33	3	10	2	56160	40	2
"2277"	1	2	1	0	3	2	56	2	12	0	31590	-1	2
"2279"	2	3	1	0	1	1	59	2	20	0	0	-1	2
"2280"	1	3	0	2	2	2	59	3	14	3	3042	40	3
"2282"	1	0	1	2	2	1	60	4	11	0	8775	-1	3
"2283"	1	3	2	0	5	1	27	2	12	0	7605	-1	2
"2284"	1	1	0	2	1	1	70	1	16	1	17550	40	2
"2285"	1	3	2	0	5	2	38	5	10	0	0	-1	3
"2286"	1	0	1	0	5	1	57	6	11	0	0	-1	2
"2288"	2	3	0	2	5	2	21	1	11	5	6435	35	2
"2289"	1	3	1	0	2	1	83	6	6	0	0	-1	2
"2290"	2	1	0	2	1	2	46	1	14	2	1638	60	2
"2291"	3	0	1	2	5	1	18	0	10	0	0	-1	3
"2292"	2	2	0	0	5	1	24	2	12	2	38610	60	1
"2293"	4	2	0	0	3	1	37	5	12	1	0	48	3
"2294"	2	2	1	0	1	2	47	2	12	0	0	-1	2
"2295"	2	2	0	1	5	2	24	1	13	2	8775	40	1
"2298"	2	2	2	0	1	1	58	2	12	0	25740	-1	3
"2299"	5	0	1	1	1	2	42	3	10	0	936	-1	1
"2300"	2	4	1	0	1	1	48	5	17	0	0	-1	1
"2301"	3	3	0	2	3	2	54	3	14	1	17550	40	2
"2302"	2	3	0	0	2	2	65	3	9	0	0	-1	3
"2304"	2	3	1	0	1	2	59	2	6	0	0	-1	1
"2305"	2	2	0	2	1	1	54	1	12	2	25740	40	1
"2306"	1	0	2	1	5	2	35	3	14	0	0	-1	2
"2307"	2	2	1	0	1	2	29	2	14	0	0	-1	1
"2308"	1	2	2	0	5	2	35	1	11	0	8775	-1	2
"2309"	2	2	0	0	1	1	68	2	16	2	5265	8	3
"2310"	3	3	0	0	1	1	55	1	6	1	12870	37	1
"2312"	1	3	2	0	5	1	78	8	16	0	0	-1	3
"2313"	2	2	1	0	1	1	71	3	16	0	0	-1	2
"2315"	2	2	1	0	1	1	44	1	11	0	164382.03756	-1	2
"2316"	1	0	1	2	3	2	57	0	15	0	0	-1	3
"2317"	2	2	1	0	1	2	25	0	14	0	9945	-1	1
"2318"	2	2	0	2	5	1	30	2	16	3	21060	40	1
"2319"	1	0	1	2	3	2	58	0	14	0	25740	-1	2
"2321"	1	0	2	2	5	2	28	0	14	3	15210	-1	2
"2322"	2	2	2	0	1	1	51	3	12	0	21060	-1	2
"2323"	2	2	1	0	1	1	35	0	16	0	21060	-1	1
"2324"	1	2	2	0	5	2	22	0	14	0	12870	-1	2
"2325"	1	2	0	1	5	2	25	0	16	0	234	-1	2
"2326"	1	2	1	0	5	2	59	0	19	0	31590	-1	2
"2327"	1	0	1	2	5	2	55	0	12	0	0	-1	2
"2330"	1	3	0	0	3	1	79	3	12	0	0	-1	3
"2331"	1	0	2	0	3	2	84	1	13	0	0	-1	1
"2332"	1	0	2	0	3	2	65	1	15	0	234	-1	1
"2333"	1	4	2	0	2	1	61	3	16	0	0	-1	2
"2334"	1	3	0	2	5	2	26	1	9	1	2106	70	3
"2335"	1	2	0	2	3	2	57	1	12	2	17550	25	3
"2336"	2	0	1	2	1	2	31	1	17	0	25740	-1	2
"2337"	3	1	1	0	1	1	38	1	16	0	38610	-1	1
"2338"	1	4	0	2	3	1	51	2	11	0	0	-1	3
"2339"	2	3	1	0	5	1	22	3	10	0	3510	-1	3
"2340"	1	0	1	2	3	1	55	0	18	0	21060	-1	2
"2341"	1	2	2	0	3	2	46	0	20	0	21060	-1	2
"2344"	2	1	3	0	4	1	31	1	12	0	4212	-1	2
"2345"	1	1	0	0	3	1	53	2	12	1	56160	40	1
"2346"	2	0	2	1	5	2	24	0	11	0	0	-1	2
"2347"	1	2	0	0	5	2	63	0	20	0	0	-1	3
"2350"	2	0	1	1	1	2	54	4	14	0	936	-1	2
"2351"	1	2	0	2	2	1	75	2	18	0	0	-1	2
"2354"	1	0	2	1	3	2	43	2	19	0	25740	-1	2
"2355"	1	2	2	0	5	1	31	0	16	0	46800	-1	2
"2356"	3	2	0	1	1	2	48	2	12	3	0	20	1
"2357"	2	0	1	0	1	1	86	1	11	0	0	-1	2
"2358"	1	0	1	2	3	2	50	3	16	0	31590	-1	2
"2359"	2	1	1	0	1	2	58	3	16	0	0	-1	1
"2360"	2	2	0	1	3	2	50	3	18	3	21060	65	2
"2361"	1	1	0	2	3	2	62	3	18	2	31590	40	1
"2362"	2	0	1	2	1	1	60	1	16	1	164382.03756	-1	1
"2363"	3	0	1	0	5	2	20	0	13	2	936	-1	2
"2364"	2	2	0	2	1	2	30	0	16	3	25740	40	2
"2365"	1	2	2	0	3	1	35	2	9	0	0	-1	3
"2366"	1	1	0	0	5	1	68	0	16	0	0	-1	2
"2367"	2	0	1	2	1	1	60	2	6	0	0	-1	2
"2368"	2	2	1	0	1	2	36	2	18	0	65520	-1	1
"2369"	1	2	0	0	3	2	58	2	13	0	0	-1	3
"2370"	1	0	1	2	5	2	71	0	12	0	0	-1	2
"2374"	1	0	2	1	1	2	25	3	10	0	0	-1	1
"2375"	2	2	0	1	5	2	30	1	13	0	0	-1	1
"2376"	2	1	0	2	1	1	61	5	14	3	31590	44	1
"2377"	1	0	2	2	3	2	44	3	12	0	15210	-1	3
"2378"	1	0	2	2	5	2	36	1	14	3	6435	-1	2
"2379"	2	3	2	0	5	2	21	0	12	0	936	-1	2
"2380"	1	0	1	2	2	2	68	0	20	0	6435	-1	2
"2381"	3	3	0	0	1	2	39	3	4	2	0	40	9
"2382"	1	3	0	2	3	1	46	3	15	7	7605	15	2
"2383"	2	0	2	2	5	2	20	0	12	0	1638	-1	2
"2384"	2	2	1	0	1	2	64	3	12	0	0	-1	2
"2385"	2	3	0	0	1	1	49	2	1	3	12870	65	1
"2386"	2	2	2	0	1	2	42	2	6	0	5265	-1	2
"2387"	2	3	0	0	5	1	53	0	11	0	0	-1	1
"2389"	2	2	0	0	1	1	68	0	12	1	3510	35	2
"2390"	4	3	1	0	5	1	19	0	12	0	936	-1	2
"2391"	3	2	0	1	1	2	52	3	16	2	31590	40	1
"2392"	1	1	1	0	3	2	66	2	14	0	0	-1	1
"2393"	2	0	2	1	1	2	42	1	14	0	25740	-1	2
"2394"	2	2	1	0	1	1	33	1	9	0	21060	-1	1
"2395"	1	3	0	2	4	1	29	3	11	0	0	-1	3
"2398"	4	0	2	0	1	1	54	8	11	2	17550	-1	3
"2399"	2	2	2	0	5	2	22	0	16	0	8775	-1	1
"2400"	4	4	0	1	5	1	21	0	12	0	936	-1	2
"2401"	2	0	1	1	5	1	19	0	12	0	0	-1	3
"2402"	1	4	0	0	5	1	49	2	6	0	0	-1	1
"2403"	3	1	2	0	1	2	64	5	15	0	0	-1	1
"2405"	2	0	1	0	1	2	33	3	6	0	0	-1	1
"2406"	3	2	2	0	1	2	36	3	13	0	9945	-1	2
"2407"	2	2	0	2	5	2	30	4	11	4	3042	15	2
"2408"	1	2	2	0	3	1	67	2	15	0	0	-1	1
"2410"	3	3	2	0	5	1	33	2	8	0	3042	-1	1
"2411"	1	0	2	0	3	2	50	9	15	0	0	-1	3
"2412"	2	2	1	0	2	2	86	0	20	0	12870	-1	1
"2414"	1	0	1	2	3	1	56	2	16	0	31590	-1	3
"2415"	2	1	2	0	3	2	29	1	16	0	25740	-1	1
"2416"	2	3	0	2	1	1	69	1	13	0	0	-1	2
"2417"	1	3	2	0	5	2	31	2	12	0	12870	-1	2
"2418"	1	2	1	0	4	1	67	4	12	0	0	-1	1
"2419"	1	0	1	2	4	2	59	4	20	3	3042	-1	2
"2420"	3	3	1	0	1	1	61	4	12	0	0	-1	1
"2422"	2	2	0	1	1	2	37	2	17	2	17550	40	2
"2424"	4	0	1	1	5	1	19	0	12	0	0	-1	3
"2425"	1	2	1	0	2	2	61	6	17	0	0	-1	2
"2427"	1	3	0	2	3	2	56	0	20	1	12870	60	2
"2428"	2	0	1	2	3	2	59	2	13	0	1638	-1	2
"2430"	1	1	0	2	2	2	62	2	16	5	21060	39	2
"2431"	3	0	2	1	5	2	27	0	20	5	17550	-1	1
"2432"	1	1	1	0	2	2	69	0	11	0	0	-1	1
"2433"	2	0	2	2	1	2	38	2	14	0	3510	-1	1
"2434"	1	1	1	0	1	1	63	0	16	0	11115	-1	2
"2435"	1	0	2	2	2	2	81	3	10	0	0	-1	2
"2436"	2	2	1	0	5	2	20	0	14	0	0	-1	2
"2437"	2	0	1	1	5	2	26	0	17	0	0	-1	2
"2438"	3	1	2	0	5	2	24	0	16	0	3042	-1	1
"2439"	2	1	0	2	1	2	35	2	19	0	0	-1	1
"2440"	2	2	1	0	1	1	52	3	15	0	31590	-1	2
"2441"	2	1	0	2	1	2	43	1	16	2	31590	35	3
"2442"	2	0	1	2	1	2	68	0	16	0	2106	-1	1
"2443"	2	2	1	0	1	1	77	0	17	0	936	-1	2
"2444"	3	2	0	2	5	1	22	0	15	1	0	-1	1
"2445"	2	2	0	1	5	2	21	0	15	0	0	-1	2
"2446"	2	1	0	2	1	2	58	0	18	2	38610	35	1
"2447"	2	0	2	2	5	2	24	0	15	3	0	-1	2
"2448"	3	2	2	0	5	1	23	0	15	0	0	-1	2
"2449"	2	0	1	2	1	2	53	2	17	0	0	-1	2
"2450"	2	1	1	0	1	1	70	2	13	0	0	-1	1
"2451"	4	2	0	0	5	1	45	0	9	4	234	999	2
"2452"	2	0	1	0	1	1	72	3	12	2	3510	-1	2
"2454"	3	0	1	1	5	1	19	0	13	0	0	-1	2
"2455"	1	3	1	0	3	1	70	3	13	0	0	-1	2
"2456"	2	0	1	2	5	1	53	0	14	0	12870	-1	2
"2457"	2	2	0	2	3	1	85	0	10	0	0	-1	3
"2458"	2	0	1	2	1	2	57	2	14	2	31590	-1	1
"2459"	2	3	0	0	1	2	62	0	12	0	0	-1	2
"2460"	1	0	2	1	3	2	64	2	14	0	0	-1	2
"2461"	2	0	1	2	1	2	62	1	12	4	17550	-1	1
"2462"	1	2	0	1	4	2	51	0	14	2	7605	20	1
"2463"	2	0	1	2	1	2	36	2	19	0	25740	-1	1
"2464"	4	3	0	1	5	2	20	0	13	0	0	-1	2
"2466"	1	0	1	0	5	1	64	0	12	0	0	-1	2
"2467"	1	1	1	0	5	2	46	0	20	0	46800	-1	1
"2468"	2	2	0	1	1	2	25	0	15	3	0	-1	1
"2469"	1	3	1	0	3	1	69	1	16	0	0	-1	2
"2470"	1	1	1	0	3	2	62	2	12	0	0	-1	1
"2471"	1	2	2	0	2	2	65	4	7	0	0	-1	1
"2472"	2	0	2	1	5	1	26	0	16	2	31590	-1	2
"2473"	1	3	0	2	5	1	25	0	12	3	11115	40	2
"2474"	1	0	2	2	5	1	26	0	14	0	0	-1	2
"2475"	3	3	2	0	3	1	55	4	14	0	0	-1	2
"2476"	1	0	2	2	5	1	34	0	14	0	9945	-1	2
"2477"	2	1	2	0	1	2	39	2	16	0	21060	-1	2
"2478"	2	0	1	2	1	1	61	0	20	0	164382.03756	-1	2
"2480"	1	4	0	0	1	2	46	4	3	3	8775	99	2
"2481"	2	3	1	0	1	1	73	1	15	0	0	-1	1
"2482"	2	0	1	0	2	2	83	5	12	0	0	-1	2
"2484"	2	2	0	2	1	1	56	0	14	0	0	-1	2
"2485"	1	0	1	0	3	1	61	2	12	0	0	-1	3
"2486"	2	1	0	2	1	2	50	0	12	2	56160	50	1
"2487"	2	2	1	0	2	2	57	2	12	0	9945	-1	3
"2488"	2	0	1	0	1	1	78	4	10	0	0	-1	2
"2489"	2	2	2	0	1	2	31	0	14	0	6435	-1	2
"2490"	1	1	0	2	3	1	73	0	19	1	31590	50	1
"2491"	2	1	0	2	1	1	67	1	14	2	5265	40	2
"2492"	1	1	1	0	2	1	81	8	10	0	0	-1	1
"2495"	1	0	2	0	3	1	58	0	12	0	15210	-1	2
"2496"	2	2	2	0	1	2	37	8	13	0	12870	-1	2
"2497"	3	4	0	0	1	2	43	3	6	0	0	-1	1
"2498"	2	0	1	1	1	2	46	2	13	1	0	-1	1
"2499"	2	2	2	0	1	1	42	4	12	0	25740	-1	2
"2500"	2	0	1	1	1	2	45	2	14	0	8775	-1	2
"2501"	3	2	1	0	1	2	49	2	15	0	5265	-1	3
"2503"	1	0	1	0	2	1	76	6	9	0	0	-1	2
"2504"	2	0	1	0	3	2	63	3	10	0	5265	-1	2
"2505"	1	1	2	0	1	2	28	0	12	0	5265	-1	2
"2508"	2	2	2	0	1	1	54	0	12	0	21060	-1	1
"2509"	1	2	0	2	4	2	27	3	13	3	7605	38	3
"2513"	1	2	2	0	5	2	27	2	14	0	12870	-1	2
"2514"	2	1	0	2	3	1	35	3	14	1	31590	40	2
"2515"	2	0	2	2	1	1	27	0	14	0	9945	-1	2
"2516"	2	4	2	0	5	2	27	2	8	0	0	-1	3
"2517"	1	2	0	2	3	1	48	2	14	0	0	-1	3
"2518"	2	0	2	2	4	1	30	0	12	1	6435	-1	2
"2519"	2	3	0	2	4	2	34	2	17	3	17550	50	3
"2521"	2	2	0	1	1	2	29	1	12	0	0	-1	2
"2522"	2	0	2	1	1	2	25	3	12	0	0	-1	1
"2523"	2	2	2	0	1	1	67	2	14	0	0	-1	2
"2525"	3	3	2	0	1	2	50	4	14	0	0	-1	2
"2526"	1	0	2	1	1	2	23	1	13	0	12870	-1	2
"2528"	2	3	0	2	1	1	28	4	13	3	12870	40	2
"2529"	2	4	2	0	1	2	62	3	10	0	0	-1	2
"2530"	2	0	2	1	5	2	25	0	12	0	8775	-1	2
"2531"	2	0	1	1	1	2	30	3	14	0	0	-1	2
"2532"	2	3	1	0	4	1	54	1	17	0	17550	-1	1
"2533"	2	1	1	0	1	1	77	6	2	0	0	-1	1
"2534"	2	2	0	0	3	2	47	3	12	2	15210	40	1
"2535"	1	2	1	0	3	2	54	2	15	0	46800	-1	1
"2536"	2	0	1	2	1	2	55	2	12	0	15210	-1	2
"2538"	2	0	1	2	1	2	66	2	13	2	46800	-1	1
"2539"	3	3	0	0	1	2	60	2	14	3	31590	40	2
"2540"	2	1	0	2	1	2	27	2	17	3	12870	40	1
"2541"	2	2	1	0	1	1	81	2	12	0	0	-1	2
"2542"	2	2	0	2	1	1	33	1	12	3	17550	50	2
"2543"	2	0	1	9	1	2	34	2	17	0	17550	-1	2
"2544"	2	2	1	0	2	2	89	2	11	0	0	-1	1
"2545"	3	0	1	2	1	1	58	4	15	2	46800	-1	2
"2547"	2	0	1	2	1	1	40	2	10	3	17550	-1	2
"2548"	2	4	1	0	3	2	57	3	14	0	0	-1	2
"2549"	2	0	2	2	1	1	29	0	11	0	936	-1	1
"2550"	1	2	1	0	2	2	86	4	11	0	0	-1	2
"2551"	1	0	1	2	3	1	50	0	15	0	0	-1	3
"2552"	1	2	1	0	5	1	58	0	12	0	25740	-1	2
"2553"	3	2	0	0	1	2	70	5	12	0	0	-1	2
"2554"	2	2	0	2	1	2	53	2	20	2	38610	999	1
"2555"	2	2	0	2	1	2	99	1	16	0	0	-1	2
"2556"	2	2	1	0	1	1	47	4	16	0	21060	-1	1
"2558"	2	1	0	2	1	1	55	1	14	2	31590	999	1
"2559"	2	1	1	0	5	1	21	0	15	0	0	-1	1
"2560"	3	2	0	2	1	1	45	5	6	2	9945	40	2
"2561"	2	0	1	0	1	2	51	3	14	0	31590	-1	2
"2562"	2	0	1	2	1	1	57	3	16	2	38610	-1	1
"2563"	2	2	1	0	1	1	51	1	14	0	46800	-1	1
"2565"	2	2	0	0	1	2	78	1	12	0	0	-1	2
"2566"	2	1	0	1	1	1	43	3	15	2	164382.03756	80	1
"2567"	1	0	2	2	3	2	38	4	12	0	15210	-1	2
"2568"	1	0	1	2	5	1	56	0	16	3	12870	-1	2
"2569"	1	2	1	0	5	2	25	0	15	0	17550	-1	1
"2571"	2	2	0	1	1	2	46	3	18	3	21060	50	2
"2573"	1	0	1	1	5	2	33	1	15	2	15210	-1	2
"2576"	1	0	2	1	3	2	39	3	12	5	234	-1	2
"2577"	1	3	1	0	5	1	54	0	13	0	0	-1	1
"2578"	2	3	1	0	1	1	69	4	13	0	12870	-1	2
"2579"	2	1	0	1	1	2	43	2	18	2	15210	35	2
"2580"	1	0	1	1	3	2	38	2	14	0	11115	-1	2
"2581"	2	3	1	0	2	1	89	3	7	0	0	-1	1
"2582"	2	0	1	2	3	2	53	5	4	0	0	-1	1
"2583"	1	0	1	2	2	2	62	5	12	0	15210	-1	1
"2586"	2	3	2	0	5	2	22	1	9	0	0	-1	3
"2588"	2	2	2	0	5	2	28	6	9	0	0	-1	2
"2589"	1	3	0	0	5	2	33	2	14	2	15210	40	2
"2590"	2	3	1	0	3	2	37	3	14	0	7605	-1	2
"2591"	1	0	2	2	5	2	36	3	14	3	1638	-1	2
"2592"	2	1	0	2	1	1	35	4	14	0	25740	-1	3
"2593"	1	3	2	0	5	1	41	0	12	0	7605	-1	2
"2594"	1	1	0	2	3	1	57	2	12	3	0	40	1
"2595"	2	0	2	0	1	2	54	5	12	3	17550	-1	2
"2596"	1	2	0	2	3	1	52	1	13	0	25740	-1	2
"2597"	2	2	0	1	1	2	27	1	12	4	0	40	2
"2598"	2	0	1	2	1	2	83	5	16	0	0	-1	1
"2599"	2	0	2	2	3	1	37	3	16	0	0	-1	2
"2601"	2	2	0	1	1	2	30	2	20	0	0	-1	2
"2602"	2	0	1	2	1	2	60	3	12	0	0	-1	2
"2604"	1	2	0	2	3	2	59	3	14	0	0	-1	2
"2605"	1	0	2	0	4	2	61	2	13	0	0	-1	3
"2606"	1	4	0	0	5	1	61	0	12	2	0	70	1
"2607"	1	1	1	0	3	1	58	0	16	0	0	-1	1
"2608"	2	4	0	2	4	2	44	2	12	0	0	-1	1
"2609"	1	0	1	2	3	1	58	2	14	3	31590	-1	2
"2611"	2	0	1	0	1	1	84	2	17	0	0	-1	2
"2613"	2	3	0	2	1	2	70	2	20	0	0	-1	2
"2614"	3	1	2	0	5	1	23	0	13	0	4212	-1	2
"2616"	3	3	0	2	5	1	29	0	12	5	7605	45	2
"2617"	1	0	2	0	3	1	64	2	12	0	0	-1	3
"2618"	2	2	1	0	2	2	61	1	12	0	0	-1	2
"2619"	1	0	1	2	2	2	52	2	14	0	0	-1	3
"2620"	1	2	2	0	3	2	29	2	10	0	0	-1	2
"2621"	1	3	0	1	3	2	54	2	14	0	0	-1	3
"2622"	2	1	1	0	1	2	62	1	16	0	0	-1	1
"2623"	1	1	0	1	5	1	29	0	12	1	0	50	2
"2624"	2	2	1	0	1	1	37	1	12	0	0	-1	2
"2627"	2	0	1	2	1	2	57	2	14	0	2574	-1	2
"2628"	1	2	1	0	5	1	30	0	18	0	38610	-1	2
"2629"	2	2	0	2	1	2	75	1	9	0	0	-1	1
"2630"	1	2	2	0	3	2	45	4	18	0	11115	-1	2
