Household	Health	OwnHome	Instagram	Marital	Sex	Age	Children	Education	JobSat	Income	WorkHrs	Happy
"1078"	1	0	2	0	4	1	53	8	11	0	15210	-1	2
"1079"	1	2	2	0	5	2	22	2	13	0	0	-1	2
"1080"	3	2	2	0	5	1	29	1	14	0	21060	-1	2
"1081"	2	0	1	2	1	2	50	2	13	0	21060	-1	2
"1083"	1	1	2	0	3	1	56	0	16	0	0	-1	2
"1084"	2	1	0	0	1	1	82	6	12	0	0	-1	2
"1085"	2	3	2	0	5	1	39	1	9	0	0	-1	3
"1088"	2	2	2	0	5	1	22	0	13	0	0	-1	2
"1089"	1	2	0	2	3	2	52	2	18	3	11115	40	2
"1091"	2	1	0	1	1	2	38	3	11	5	12870	40	2
"1092"	3	2	1	0	5	2	39	6	12	0	25740	-1	2
"1093"	2	0	2	2	5	1	38	0	11	0	3042	-1	1
"1094"	2	0	1	2	1	2	62	4	12	0	0	-1	1
"1095"	5	3	0	0	1	2	43	4	14	2	17550	43	2
"1096"	2	0	2	0	3	2	53	1	12	3	17550	-1	2
"1097"	3	2	0	2	5	1	39	0	12	3	25740	50	3
"1098"	2	0	2	2	5	2	23	0	15	0	6435	-1	1
"1099"	1	1	1	0	5	2	69	0	19	0	0	-1	1
"1100"	3	2	0	0	3	2	56	2	12	2	11115	40	1
"1101"	2	0	1	2	1	1	77	2	20	0	0	-1	1
"1102"	1	2	1	0	2	1	77	6	12	0	0	-1	2
"1104"	3	2	0	2	1	2	39	3	13	2	17550	40	1
"1105"	1	2	0	0	2	2	83	5	8	0	0	-1	2
"1106"	4	0	1	2	1	1	65	1	12	1	21060	-1	2
"1107"	1	4	1	0	5	1	27	0	12	0	46800	-1	2
"1108"	1	0	2	2	3	1	59	6	13	0	0	-1	2
"1109"	2	1	0	2	1	2	63	0	16	0	21060	-1	1
"1110"	2	0	1	0	3	1	50	2	15	0	0	-1	2
"1111"	3	3	1	0	1	1	72	0	12	0	0	-1	3
"1112"	2	3	0	1	1	2	42	1	14	0	0	-1	2
"1113"	3	1	0	2	1	2	52	2	18	5	25740	10	2
"1114"	2	2	0	2	1	1	75	2	13	3	0	-1	2
"1116"	1	0	1	2	2	2	69	1	16	2	1638	-1	2
"1117"	2	2	1	0	1	2	62	1	16	0	46800	-1	2
"1118"	2	1	0	2	1	1	42	2	18	4	46800	40	2
"1119"	1	0	1	2	3	2	82	0	15	0	0	-1	1
"1120"	2	0	1	0	1	2	74	3	13	0	0	-1	1
"1121"	1	3	2	0	2	2	83	3	15	0	0	-1	2
"1122"	2	2	1	0	1	1	76	3	14	0	46800	-1	1
"1123"	2	2	0	1	1	2	52	1	20	2	65520	50	1
"1124"	3	0	1	1	5	1	23	0	17	2	8775	-1	2
"1125"	4	2	1	0	5	1	19	0	12	0	2574	-1	1
"1128"	1	0	1	0	3	2	53	4	9	0	11115	-1	2
"1129"	2	1	0	0	9	1	51	6	99	1	0	999	2
"1130"	2	2	2	0	1	1	28	0	16	0	25740	-1	1
"1131"	2	3	0	1	5	1	31	0	14	2	46800	80	1
"1132"	2	1	1	0	3	1	43	2	13	0	46800	-1	2
"1133"	2	3	2	0	1	1	89	0	14	0	0	-1	3
"1134"	1	2	0	2	3	1	56	3	10	2	38610	50	2
"1135"	3	0	2	1	1	2	19	0	12	5	5265	-1	1
"1137"	2	1	0	2	1	1	38	2	16	3	25740	40	1
"1138"	2	3	1	0	1	2	47	3	16	0	25740	-1	2
"1140"	3	0	1	2	1	1	38	0	12	0	0	-1	2
"1141"	1	1	2	0	5	1	26	0	14	0	0	-1	2
"1142"	3	2	0	0	5	2	23	1	9	0	0	998	1
"1143"	3	0	2	1	2	2	44	2	12	5	7605	-1	3
"1144"	2	2	2	0	4	2	30	3	10	0	0	-1	1
"1145"	2	1	0	2	4	1	99	3	10	3	9945	40	3
"1146"	2	0	1	2	5	1	35	1	12	3	17550	-1	2
"1147"	1	1	0	1	3	2	49	1	17	2	9945	60	2
"1148"	2	0	2	2	1	1	52	0	12	1	11115	-1	1
"1149"	2	0	1	0	1	1	73	2	12	0	0	-1	1
"1150"	2	3	1	0	3	2	52	3	12	0	15210	-1	2
"1151"	4	2	0	2	5	1	22	0	13	2	0	43	2
"1152"	2	0	2	1	5	2	26	0	16	1	0	-1	2
"1153"	1	3	0	0	5	1	42	0	7	0	0	-1	2
"1154"	2	0	2	2	5	2	46	2	13	0	0	-1	2
"1156"	2	0	2	1	5	2	27	0	11	1	0	-1	2
"1157"	1	4	2	0	5	2	33	1	12	0	936	-1	2
"1158"	2	3	0	2	3	2	46	4	12	3	0	45	3
"1159"	2	2	1	0	4	2	54	2	14	0	31590	-1	2
"1160"	6	4	0	0	3	1	47	4	12	0	0	-1	2
"1161"	1	0	1	2	3	1	53	3	12	1	25740	-1	1
"1162"	1	2	1	0	5	1	62	0	16	0	31590	-1	2
"1163"	2	1	0	2	1	1	48	2	12	3	25740	70	1
"1164"	2	0	1	2	1	2	41	2	12	0	12870	-1	2
"1165"	2	1	1	0	1	1	32	2	20	0	0	-1	1
"1166"	3	2	0	2	1	1	31	3	12	6	21060	-1	3
"1167"	2	0	1	1	1	1	40	3	15	1	21060	-1	1
"1168"	1	2	0	2	5	2	37	0	16	2	21060	40	2
"1169"	2	0	1	1	1	2	40	2	16	0	17550	-1	1
"1170"	2	2	1	0	1	1	36	5	16	0	38610	-1	1
"1171"	5	2	0	0	1	1	47	3	7	2	0	45	1
"1172"	2	1	0	1	1	2	37	2	19	2	46800	45	2
"1173"	3	3	1	0	2	1	89	2	11	0	0	-1	2
"1174"	3	4	0	2	1	2	71	2	16	0	0	-1	2
"1175"	4	1	2	0	5	2	21	0	13	0	9945	-1	2
"1176"	1	0	1	0	2	2	80	2	16	0	0	-1	3
"1177"	1	3	1	0	5	2	67	0	17	0	6435	-1	2
"1178"	2	2	2	0	1	1	34	1	11	0	25740	-1	2
"1179"	1	1	0	2	5	1	65	0	14	0	0	-1	2
"1180"	2	2	1	0	1	2	68	2	12	0	0	-1	2
"1181"	3	1	0	0	5	2	38	7	6	0	0	-1	2
"1182"	2	0	1	2	1	2	67	1	13	0	0	-1	2
"1183"	2	0	1	2	1	2	59	0	15	0	0	-1	2
"1184"	3	3	0	0	1	2	52	2	12	0	0	-1	2
"1185"	1	1	0	1	5	2	49	0	18	0	0	-1	2
"1186"	2	2	1	0	1	1	63	6	6	0	4212	-1	1
"1187"	2	2	0	2	5	1	26	1	15	3	0	32	2
"1188"	1	2	0	2	2	2	70	1	15	0	0	-1	3
"1189"	2	2	2	0	5	2	21	0	15	0	9945	-1	2
"1191"	2	0	2	2	1	1	51	2	12	2	2574	-1	3
"1192"	3	3	0	1	1	1	39	0	15	6	31590	40	2
"1193"	2	0	2	2	5	1	35	1	15	7	31590	-1	2
"1194"	1	2	2	0	3	1	29	0	12	0	46800	-1	2
"1195"	1	3	0	2	3	1	45	1	12	2	31590	60	2
"1196"	2	3	0	2	1	1	41	2	20	2	31590	50	2
"1198"	5	2	0	1	5	1	23	0	16	4	3510	25	3
"1199"	1	2	2	0	5	2	31	0	11	0	7605	-1	3
"1200"	2	2	0	1	1	1	47	2	16	2	0	40	2
"1201"	2	3	0	2	1	2	45	2	16	2	0	18	2
"1202"	2	3	0	2	1	2	58	2	16	0	0	-1	3
"1203"	1	0	2	2	5	1	26	0	14	2	15210	-1	2
"1204"	1	1	0	2	3	1	66	2	17	0	0	-1	2
"1206"	1	4	2	0	3	1	41	2	7	0	0	-1	2
"1207"	2	1	0	1	1	2	44	3	18	5	936	6	2
"1208"	2	0	1	2	1	1	66	0	12	0	38610	-1	1
"1209"	1	2	1	0	3	1	57	1	12	0	21060	-1	2
"1211"	2	0	1	2	5	2	27	0	14	0	15210	-1	2
"1212"	2	0	1	0	5	1	43	2	12	3	0	-1	2
"1213"	1	2	0	2	5	1	64	0	14	0	0	-1	3
"1214"	2	0	2	0	1	2	44	1	12	0	11115	-1	3
"1216"	3	0	2	2	5	2	24	0	11	1	3042	-1	2
"1217"	2	3	1	0	2	2	72	3	12	0	0	-1	3
"1218"	1	0	2	2	5	1	22	0	14	2	0	-1	2
"1219"	4	1	1	0	1	2	57	2	19	0	38610	-1	2
"1220"	2	1	1	0	1	2	63	3	12	0	15210	-1	2
"1222"	1	0	1	0	3	1	56	1	16	0	0	-1	2
"1223"	2	0	1	0	2	1	87	6	16	0	0	-1	3
"1224"	2	2	1	0	1	2	53	2	14	0	17550	-1	2
"1225"	4	0	1	1	1	1	36	3	20	0	65520	-1	1
"1226"	3	2	0	2	1	2	52	3	12	0	0	30	1
"1229"	3	0	3	2	5	1	24	0	12	0	15210	-1	3
"1231"	3	0	1	1	5	2	21	0	14	3	3510	-1	2
"1232"	1	3	0	0	5	1	48	0	9	0	0	-1	2
"1234"	2	2	0	2	1	2	59	2	12	2	8775	32	1
"1238"	2	0	1	2	5	1	40	3	16	3	31590	-1	3
"1240"	2	1	1	0	1	1	45	3	16	0	0	-1	1
"1241"	2	1	0	2	1	2	48	2	16	0	0	-1	1
"1242"	3	0	2	2	5	1	23	0	12	2	0	-1	2
"1244"	1	2	2	0	1	1	33	0	16	0	25740	-1	2
"1245"	1	2	0	1	5	2	48	1	16	3	25740	38	2
"1246"	2	2	0	1	1	2	36	2	16	3	46800	40	2
"1247"	3	0	1	1	5	1	19	0	13	2	3042	-1	1
"1248"	2	2	0	0	1	1	49	2	12	4	17550	60	1
"1250"	2	0	1	1	1	2	44	2	16	0	936	-1	2
"1251"	2	0	2	1	1	2	29	1	17	4	31590	-1	2
"1252"	2	2	1	0	1	2	28	3	19	0	0	-1	2
"1253"	3	0	1	2	5	2	42	0	18	2	12870	-1	2
"1254"	3	2	0	0	1	1	60	6	10	1	11115	40	1
"1257"	2	3	1	0	1	1	54	0	16	0	0	-1	2
"1258"	2	0	1	2	1	1	30	1	12	1	31590	-1	1
"1260"	2	9	0	0	1	2	60	2	12	0	0	-1	9
"1261"	2	4	1	0	1	2	55	2	12	0	0	-1	3
"1262"	2	2	0	2	4	1	63	1	14	3	11115	40	1
"1264"	1	2	0	0	2	2	68	2	12	2	11115	16	3
"1266"	2	3	0	0	1	1	77	2	16	0	0	-1	3
"1267"	2	0	1	1	1	2	25	4	16	0	2574	-1	1
"1268"	1	2	0	1	5	1	26	0	12	3	8775	40	3
"1269"	1	0	2	2	3	2	49	1	12	3	12870	-1	2
"1270"	1	4	0	1	3	2	46	5	11	2	15210	65	3
"1271"	1	3	2	0	2	2	77	4	8	0	0	-1	3
"1272"	2	0	1	1	1	2	30	0	20	1	5265	-1	1
"1273"	1	2	0	1	3	1	54	2	16	1	31590	70	2
"1274"	1	0	1	2	5	1	29	3	8	0	0	-1	2
"1275"	1	4	1	0	5	1	52	0	13	0	0	-1	1
"1277"	2	3	2	0	1	2	21	4	8	0	0	-1	2
"1278"	2	2	0	1	1	2	42	5	14	0	0	-1	2
"1279"	2	0	2	0	1	2	37	2	12	3	5265	-1	2
"1280"	8	4	2	0	3	2	49	3	12	0	0	-1	3
"1281"	3	2	0	1	1	2	56	4	12	2	12870	38	2
"1282"	1	0	2	2	4	2	30	2	14	0	9945	-1	2
"1283"	1	2	2	0	5	1	67	0	12	0	0	-1	2
"1284"	1	2	0	1	5	2	23	0	16	2	0	50	2
"1285"	1	0	2	2	5	1	31	0	20	0	12870	-1	2
"1286"	2	0	1	2	1	1	55	1	12	0	12870	-1	2
"1287"	4	2	0	1	1	2	24	0	12	2	12870	40	2
"1289"	2	0	2	0	5	2	62	1	6	2	21060	-1	2
"1290"	1	2	1	0	5	2	62	1	13	0	0	-1	2
"1291"	1	0	1	9	5	1	23	1	16	0	6435	-1	2
"1292"	3	2	1	0	1	1	50	1	13	0	56160	-1	2
"1293"	2	1	0	0	5	1	54	0	14	2	0	998	3
"1294"	1	2	2	0	5	2	58	4	11	0	12870	-1	3
"1295"	2	2	0	2	5	2	34	1	12	0	2574	-1	2
"1296"	1	0	2	2	5	2	37	2	13	0	12870	-1	2
"1297"	1	2	2	0	5	2	29	2	13	0	0	-1	2
"1299"	2	0	1	1	1	2	39	2	16	1	0	-1	2
"1300"	2	2	1	0	1	2	70	1	16	0	0	-1	1
"1301"	2	2	0	2	3	2	73	2	14	2	5265	25	3
"1302"	3	0	1	1	5	2	31	0	19	0	11115	-1	2
"1303"	2	1	0	2	1	2	25	1	12	1	2574	16	2
"1304"	1	3	0	0	3	1	62	1	13	0	0	-1	3
"1305"	1	3	0	0	3	1	66	7	14	0	0	-1	1
"1306"	1	2	0	0	3	2	65	7	9	1	17550	44	1
"1307"	1	3	2	0	5	1	58	2	14	0	936	-1	2
"1308"	1	4	0	2	3	2	65	4	6	0	0	-1	3
"1309"	2	0	2	0	2	1	57	0	12	0	0	-1	1
"1310"	2	1	2	0	1	1	57	5	9	0	1638	-1	1
"1314"	2	3	1	0	1	1	58	4	14	0	0	-1	2
"1315"	2	0	1	0	1	1	77	4	9	0	0	-1	1
"1316"	2	2	0	2	5	2	39	0	12	2	25740	43	1
"1317"	1	2	0	2	3	1	67	0	16	0	0	-1	2
"1318"	2	0	1	0	1	1	70	2	12	0	0	-1	1
"1320"	1	2	0	2	5	2	69	0	16	0	0	-1	3
"1321"	1	0	1	0	2	2	87	4	12	0	0	-1	1
"1322"	2	1	1	0	1	2	66	0	12	0	21060	-1	1
"1323"	2	1	0	2	1	1	31	0	16	2	0	45	1
"1324"	2	2	1	0	1	2	63	2	17	0	31590	-1	1
"1325"	2	3	0	0	1	2	78	3	12	0	0	-1	1
"1326"	2	2	1	0	1	1	68	2	16	0	0	-1	2
"1328"	2	0	1	1	1	1	30	1	16	0	46800	-1	2
"1329"	2	2	2	0	4	2	32	2	16	0	15210	-1	2
"1330"	1	2	0	2	3	1	39	2	18	0	65520	-1	2
"1331"	2	0	1	2	1	1	42	0	18	2	46800	-1	1
"1332"	2	2	0	2	4	2	48	3	19	2	25740	40	1
"1333"	1	0	1	1	5	2	34	0	18	0	31590	-1	2
"1334"	1	1	0	2	3	1	68	3	14	1	12870	20	3
"1335"	1	3	0	2	5	1	52	0	16	0	15210	10	2
"1336"	1	2	1	0	2	2	83	4	19	0	0	-1	3
"1337"	1	4	0	0	5	1	73	0	20	0	0	-1	2
"1339"	4	3	1	0	2	2	77	2	10	0	0	-1	2
"1340"	1	0	1	1	5	1	36	3	12	3	25740	-1	2
"1341"	2	2	1	0	1	1	36	2	12	0	15210	-1	2
"1342"	2	2	0	2	1	1	65	2	13	2	12870	30	1
"1343"	1	0	1	1	5	1	24	0	12	0	0	-1	2
"1344"	1	2	1	0	2	1	63	1	16	0	0	-1	3
"1345"	1	0	1	2	3	2	53	3	14	0	0	-1	2
"1346"	2	2	1	0	1	2	35	1	16	0	7605	-1	2
"1348"	2	0	1	2	1	1	76	5	12	0	0	-1	2
"1349"	2	2	0	2	1	1	48	3	16	2	38610	45	1
"1350"	1	2	0	2	3	1	27	0	17	3	31590	40	3
"1351"	2	0	1	0	1	2	72	3	12	0	0	-1	2
"1352"	2	3	0	2	1	1	34	2	10	0	0	-1	3
"1353"	2	0	2	1	1	2	38	9	99	0	0	-1	2
"1354"	4	0	2	1	3	2	30	2	15	5	25740	-1	2
"1356"	1	2	1	0	3	1	43	1	12	0	17550	-1	2
"1357"	1	1	1	0	2	2	80	3	15	0	0	-1	3
"1358"	2	2	0	0	1	1	80	7	14	0	0	-1	1
"1359"	3	2	0	0	5	1	22	0	12	0	15210	-1	1
"1361"	2	2	0	1	1	2	49	7	9	0	0	-1	2
"1362"	2	2	1	0	1	1	41	2	16	0	25740	-1	2
"1363"	1	0	2	2	3	1	57	1	9	1	5265	-1	1
"1364"	3	1	1	0	1	1	49	3	13	0	21060	-1	1
"1365"	4	4	0	0	3	2	40	0	8	0	0	-1	2
"1366"	1	0	1	0	3	2	66	4	12	0	0	-1	2
"1368"	1	3	0	0	2	2	87	3	12	0	0	-1	3
"1369"	1	0	2	2	3	1	59	2	17	0	0	-1	2
"1372"	2	0	2	1	1	1	30	1	12	6	0	-1	3
"1373"	1	3	2	0	5	2	26	0	17	0	12870	-1	2
"1374"	3	1	0	2	5	1	20	0	14	0	0	-1	3
"1375"	4	0	1	1	5	1	20	0	13	0	234	-1	2
"1376"	2	1	2	0	5	1	23	0	16	0	0	-1	1
"1377"	6	4	0	1	5	2	25	0	16	3	0	36	1
"1378"	2	0	1	2	5	1	20	0	13	0	0	-1	2
"1379"	2	2	0	1	4	1	31	0	17	2	3042	30	2
"1380"	1	0	2	2	5	2	26	0	16	0	0	-1	1
"1381"	4	3	1	0	5	2	19	0	13	0	0	-1	2
"1382"	3	1	0	1	5	1	30	0	14	0	0	-1	2
"1385"	2	2	0	1	1	1	53	1	16	1	56160	80	1
"1386"	2	0	1	1	5	2	19	0	13	0	936	-1	1
"1388"	3	2	1	0	1	2	52	2	12	0	21060	-1	2
"1389"	2	3	0	2	1	1	47	1	12	2	17550	70	1
"1390"	1	0	1	0	5	1	38	2	7	0	0	-1	3
"1391"	2	2	0	0	1	2	54	2	12	1	21060	50	2
"1392"	2	0	1	0	1	2	47	2	14	0	0	-1	2
"1393"	2	2	0	0	1	2	67	3	18	0	0	-1	1
"1394"	1	2	1	0	5	1	57	0	20	0	2574	-1	2
"1395"	1	1	0	2	2	1	89	3	13	0	31590	-1	2
"1396"	1	0	2	2	3	2	51	1	15	0	0	-1	3
"1397"	2	4	2	0	1	2	32	0	13	0	0	-1	1
"1398"	1	4	0	1	5	2	22	0	13	2	0	20	3
"1399"	1	0	2	2	5	1	42	2	12	0	0	-1	3
"1400"	2	2	2	0	3	2	37	3	11	0	0	-1	2
"1401"	3	2	2	0	1	1	54	2	16	0	4212	-1	2
"1402"	1	2	0	1	5	2	24	0	15	1	0	39	3
"1403"	2	2	2	0	3	2	25	2	14	0	936	-1	1
"1404"	1	2	0	1	5	2	44	1	12	0	234	-1	3
"1405"	1	3	2	0	5	1	25	0	14	0	7605	-1	2
"1406"	3	4	0	2	1	1	24	2	15	1	46800	80	2
"1407"	1	4	0	2	3	2	78	2	12	0	0	-1	3
"1408"	3	0	2	1	5	2	23	0	12	0	1638	-1	3
"1409"	2	2	0	2	1	1	38	1	6	2	11115	50	1
"1410"	2	2	1	0	1	1	57	5	8	0	25740	-1	1
"1412"	1	0	2	2	3	1	69	4	12	0	0	-1	1
"1413"	1	4	2	0	3	2	77	2	9	0	0	-1	3
"1414"	2	2	1	0	1	2	85	4	12	0	0	-1	2
"1415"	4	0	1	0	5	1	25	0	13	0	0	-1	2
"1416"	1	1	1	0	2	1	62	3	14	0	0	-1	2
"1417"	2	3	0	0	1	2	84	2	12	0	0	-1	2
"1418"	2	2	1	0	1	2	71	4	11	0	0	-1	3
"1419"	2	0	1	0	1	2	54	3	16	0	31590	-1	2
"1421"	2	0	1	1	1	1	37	2	19	2	46800	-1	1
"1422"	2	4	0	2	1	1	80	2	14	0	0	-1	2
"1423"	1	0	2	2	5	1	74	0	8	0	0	-1	2
"1424"	2	2	0	1	1	2	37	2	12	3	21060	36	2
"1426"	1	2	1	0	3	2	62	0	12	0	0	-1	2
"1427"	1	3	0	0	3	1	74	0	12	0	0	-1	2
"1428"	1	0	1	0	2	2	83	2	16	0	0	-1	2
"1432"	2	1	2	0	5	1	31	0	14	0	15210	-1	2
"1433"	2	2	0	1	1	1	36	3	18	3	31590	40	2
"1434"	2	3	1	0	2	1	83	4	9	0	25740	-1	3
"1435"	2	4	0	2	5	1	58	0	1	2	31590	40	2
"1436"	2	3	2	0	5	1	29	0	13	0	15210	-1	2
"1437"	2	2	0	0	1	1	50	3	12	3	31590	40	2
"1439"	2	0	1	2	1	1	43	2	16	2	21060	-1	1
"1440"	3	0	1	2	1	1	54	2	18	0	56160	-1	2
"1441"	1	2	0	2	2	1	72	7	17	0	0	-1	3
"1442"	2	1	0	2	1	2	31	1	16	3	17550	60	1
"1444"	3	1	0	2	5	2	36	0	18	3	15210	35	2
"1445"	1	0	1	0	3	1	72	1	13	0	0	-1	1
"1446"	1	2	1	0	5	2	56	0	12	0	38610	-1	2
"1447"	1	2	0	1	1	2	29	2	14	2	6435	25	2
"1448"	2	2	2	0	2	2	83	8	16	0	0	-1	2
"1449"	2	2	0	2	1	2	80	4	17	0	0	-1	1
"1450"	1	3	0	2	3	1	61	5	12	0	2574	-1	3
"1451"	2	0	2	0	1	1	53	3	12	2	46800	-1	2
"1452"	2	0	1	2	1	2	61	0	16	0	0	-1	2
"1453"	3	1	0	2	1	2	52	3	14	2	7605	50	2
"1454"	2	0	2	0	1	1	37	5	13	3	21060	-1	1
"1455"	2	2	2	0	5	2	24	0	12	0	17550	-1	2
"1456"	1	0	1	2	4	2	50	2	17	0	0	-1	3
"1457"	2	2	1	0	1	2	28	1	12	0	11115	-1	2
"1459"	2	0	1	2	1	1	36	7	12	2	8775	-1	2
"1460"	1	0	2	1	5	1	24	0	16	0	0	-1	2
"1461"	2	2	2	0	3	2	63	3	13	0	7605	-1	1
"1462"	1	0	2	2	5	1	22	0	15	3	4212	-1	2
"1463"	3	2	0	1	5	1	20	0	13	2	2106	30	2
"1464"	1	0	2	2	5	2	31	1	11	0	936	-1	3
"1465"	1	2	0	2	5	2	31	1	12	2	9945	40	2
"1466"	1	3	0	0	3	1	74	3	14	0	0	-1	2
"1469"	2	0	2	1	5	1	22	0	14	0	8775	-1	2
"1470"	2	2	2	0	1	2	63	6	14	0	8775	-1	2
"1471"	2	2	1	0	3	1	46	3	12	0	25740	-1	2
"1472"	1	2	1	0	2	2	83	3	20	0	0	-1	1
"1473"	2	0	1	1	1	2	38	4	16	0	0	-1	1
"1474"	2	2	1	0	1	1	80	5	14	0	0	-1	2
"1475"	2	3	0	1	1	2	58	2	13	0	0	-1	2
"1476"	2	3	1	0	1	2	52	0	12	0	6435	-1	2
"1477"	2	2	1	0	1	2	31	2	12	0	15210	-1	1
"1478"	2	1	0	1	1	1	34	4	15	3	21060	50	1
"1479"	2	0	1	1	1	2	31	1	12	0	0	-1	2
"1480"	2	0	1	2	1	1	63	2	13	5	0	-1	2
"1481"	1	3	1	0	5	2	57	0	16	0	31590	-1	2
"1483"	2	2	1	0	1	1	60	2	9	0	21060	-1	1
"1484"	2	2	0	2	1	2	67	2	11	0	6435	35	2
"1486"	2	4	0	2	3	1	50	4	20	2	17550	30	3
"1488"	4	4	2	0	1	2	23	1	12	0	0	-1	3
"1489"	2	1	0	2	1	1	59	5	12	2	15210	40	2
"1490"	2	2	0	2	1	2	38	2	19	2	25740	40	1
"1491"	1	0	2	1	5	2	32	0	16	3	31590	-1	1
"1492"	1	1	2	0	5	1	32	0	14	0	25740	-1	2
"1493"	1	3	1	0	5	1	48	0	14	0	21060	-1	3
"1494"	2	2	0	2	1	2	64	0	13	3	12870	40	2
"1495"	1	0	1	2	5	2	30	0	16	2	31590	-1	2
"1496"	1	2	2	0	5	2	25	1	15	0	3042	-1	2
"1497"	2	2	0	2	3	2	48	4	12	3	0	38	3
"1498"	2	0	2	0	1	2	29	2	6	0	0	-1	2
"1500"	1	2	0	2	5	1	44	0	14	3	25740	52	1
"1501"	1	0	2	1	3	2	55	2	18	0	56160	-1	1
"1502"	1	1	0	1	5	1	25	0	16	1	21060	50	1
"1503"	3	2	1	0	1	1	59	2	17	0	56160	-1	2
"1505"	4	3	1	0	1	2	53	1	17	0	8775	-1	2
"1506"	1	3	0	2	5	1	46	0	12	3	0	50	2
"1507"	2	2	0	2	1	2	86	3	12	0	0	-1	1
"1510"	1	1	0	2	3	2	50	3	16	2	25740	40	1
"1511"	1	1	0	0	2	2	79	5	16	0	0	-1	1
"1512"	6	0	1	2	5	1	29	0	16	4	11115	-1	2
"1514"	1	3	0	0	5	1	61	0	16	0	0	-1	3
"1515"	3	0	2	1	5	2	23	0	12	0	0	-1	3
"1516"	4	1	1	0	5	2	21	0	14	0	12870	-1	1
"1517"	2	1	0	1	1	2	29	1	15	2	9945	-1	1
"1518"	1	0	2	0	2	2	80	3	12	0	0	-1	2
"1519"	2	2	2	0	5	2	25	0	15	0	7605	-1	2
"1520"	2	1	0	0	1	2	71	3	0	0	0	-1	3
"1521"	2	0	1	2	1	2	68	2	13	0	0	-1	1
"1522"	1	4	0	0	5	1	55	0	12	0	0	-1	3
"1523"	2	2	1	0	1	1	47	2	16	0	31590	-1	2
"1524"	1	0	2	2	3	1	64	4	14	0	0	-1	2
"1525"	1	3	2	0	5	2	73	2	8	0	0	-1	3
"1526"	1	2	0	2	3	2	80	2	12	0	0	-1	2
"1527"	1	0	2	2	3	2	57	1	16	0	0	-1	3
"1528"	1	0	1	2	5	2	55	0	16	0	0	-1	3
"1529"	1	2	2	0	3	2	86	6	12	0	234	-1	2
"1530"	2	2	0	2	5	1	47	0	20	1	31590	60	1
"1531"	2	2	2	0	1	1	52	2	18	0	164382.03756	-1	2
"1532"	1	2	0	0	4	2	61	3	14	0	0	-1	2
"1533"	2	0	1	1	3	1	34	0	20	0	9945	-1	2
"1534"	2	0	1	0	1	1	65	0	18	0	0	-1	2
"1536"	1	2	2	0	5	1	53	2	18	0	31590	-1	2
"1537"	1	2	0	2	5	2	64	0	19	7	17550	35	3
"1538"	2	0	1	2	3	1	68	2	16	0	74880	-1	2
"1540"	2	1	0	0	5	1	43	0	13	0	8775	-1	3
"1541"	3	0	1	1	3	2	21	2	11	3	0	-1	3
"1542"	1	1	0	0	2	2	60	2	13	1	8775	25	1
"1543"	1	0	2	1	5	2	46	1	12	0	0	-1	2
"1544"	2	2	2	0	5	1	23	0	15	0	3042	-1	2
"1545"	3	0	2	2	5	1	33	2	8	0	0	-1	3
"1546"	2	4	2	0	3	1	66	2	18	0	1638	-1	1
"1547"	2	2	0	1	3	2	43	3	11	3	4212	20	2
"1548"	1	0	2	1	4	2	40	3	12	0	234	-1	3
"1549"	2	2	0	2	1	2	59	0	16	3	21060	43	1
"1551"	1	0	2	1	4	2	42	4	17	0	0	-1	2
"1552"	2	0	1	2	1	1	54	1	16	3	15210	-1	2
"1554"	2	3	0	2	5	2	36	1	14	3	0	34	3
"1556"	2	2	2	0	5	1	26	1	12	0	3042	-1	2
"1558"	2	0	1	0	1	1	77	3	12	0	0	-1	2
"1559"	2	0	0	9	1	2	63	2	99	9	0	999	9
"1561"	1	3	0	0	5	2	76	0	16	0	0	-1	2
"1562"	1	3	1	0	2	1	68	5	16	0	2574	-1	3
"1563"	1	2	0	0	2	2	89	2	12	0	0	-1	2
"1566"	2	3	0	2	5	2	57	0	14	0	0	-1	2
"1568"	1	2	0	0	2	2	63	1	18	2	38610	40	2
"1569"	2	1	1	0	3	1	75	2	20	0	0	-1	1
"1570"	1	3	0	2	2	2	66	1	19	0	234	25	2
"1571"	2	0	1	2	1	1	53	2	16	3	31590	-1	2
"1573"	2	2	0	2	1	1	57	1	18	2	46800	40	1
"1575"	1	2	1	0	5	2	42	0	18	0	31590	-1	2
"1576"	2	2	0	2	1	1	38	0	16	3	25740	40	2
"1577"	3	3	0	2	1	1	34	4	11	0	0	-1	2
"1578"	1	0	2	0	2	1	72	2	9	0	0	-1	3
"1579"	2	3	0	2	1	2	39	3	10	0	2574	-1	3
"1580"	1	2	2	0	3	2	38	2	10	0	8775	-1	2
"1581"	1	1	1	0	4	1	55	3	12	0	17550	-1	2
"1582"	2	2	1	0	1	1	85	4	18	0	0	-1	2
"1583"	2	2	0	2	5	1	32	0	14	4	6435	20	2
"1584"	3	0	1	2	1	2	42	3	16	0	0	-1	2
"1585"	1	2	1	0	5	1	35	0	13	0	25740	-1	2
"1586"	2	0	2	0	5	2	33	0	9	0	0	-1	3
"1588"	1	1	0	1	5	2	67	0	18	2	7605	18	2
"1589"	1	0	2	1	5	1	28	0	14	0	15210	-1	2
"1591"	2	3	0	2	1	1	57	1	12	0	17550	-1	2
